Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people"
Spring,3.98,8.42,4.04,9.91,26.62,17.22,4659,None,51.63,64,27,22
Tap,3.02,8.46,4.18,7.51,49.57,0.58,2368,None,60.09,489,46,25
Spring,7.96,6.47,2.89,8.01,26.59,3.68,4559,Chlorination,44.93,139,3,62
Lake,3.36,8.16,0.09,3.68,28.68,12.81,2680,Chlorination,90.45,61,23,45
Pond,0.03,6.98,4.87,3.49,49.8,6.76,2380,Chlorination,43.68,151,43,68
River,9.6,6.95,2.36,4.12,49.71,0.87,14,Filtration,90.13,129,44,89
Lake,5.92,6.66,1.97,5.99,21.2,11.73,3128,None,61.89,430,8,5
Pond,8.2,6.11,1.97,3.77,31.75,7.86,1353,Boiling,88.46,125,46,50
Lake,8.25,6.67,2.12,6.12,24.04,7.28,3135,Boiling,48.51,439,49,42
Tap,0.66,6.13,1.21,6.93,36.04,5.29,2277,Boiling,39.29,211,31,97
River,1.71,8.31,1.64,3,46.92,0.12,10,Filtration,68.85,399,31,41
Lake,3.11,7.65,4.93,3.8,15.48,3.65,1656,Filtration,65.66,161,38,12
Tap,3.21,8.22,1.84,5.63,40.94,9.48,1247,Boiling,54.96,204,20,24
River,6.59,7.79,2.63,3.37,32.74,5.51,1660,Boiling,76.4,401,43,1
Well,6.23,6.33,4.24,3.93,14.01,17.49,1763,Boiling,36.66,28,41,13
Tap,4.95,8.35,2.64,4.62,39.86,2.86,541,Chlorination,73.54,181,38,16
Spring,2.11,8.25,1.62,6.01,21.36,17.51,1529,None,44.82,50,45,39
River,3.82,6.87,2.62,8,6.02,8.1,1180,Filtration,39.03,234,26,38
Lake,5.44,6.28,0.57,3.93,49.67,5.52,2688,Filtration,93.67,13,46,24
Pond,4.68,7.76,0.65,8.17,21.28,6.09,2617,Chlorination,62.19,349,35,90
Lake,1.27,7.82,3.47,8.99,27.08,6.6,2754,Filtration,83.44,57,7,47
Spring,6.5,8.24,4.59,7.56,40.4,10.13,928,Boiling,36.24,418,18,87
Spring,0.73,6.13,3.63,3.31,48.04,7.08,1426,Filtration,34.02,136,28,48
Lake,3.78,6.35,0.37,6.08,43.64,12.94,3659,Chlorination,64.64,127,18,32
Pond,7.1,7.5,2.01,7.62,26.25,8.5,2233,None,52.09,36,4,26
River,0.2,7.55,0.01,9.85,27.28,13.43,3909,Boiling,30.34,493,21,44
Tap,5.7,6.08,2.56,9.66,14.04,12.09,4990,Filtration,42.83,358,34,30
Spring,3.35,6.99,0.97,5.77,23.14,4.89,2061,Boiling,45.31,267,9,62
Spring,0.09,7.46,4.34,7.31,47.34,16.26,4097,None,50.2,84,14,37
Spring,1.9,7.84,0.52,9.24,36.35,15.98,2563,Filtration,91.43,209,1,78
Pond,9.41,6.79,0.01,8.82,0.59,19.78,2803,Boiling,59.44,138,41,39
Well,5.21,7.21,2.26,6.36,5.83,3.5,2293,Chlorination,77.56,26,21,57
Pond,9.97,8.04,0.78,4.83,46.19,16.96,1625,Chlorination,31.29,343,47,64
River,5.25,8.38,3.69,3.96,42.44,17.44,571,None,86.97,232,34,10
River,5.44,6.58,4.6,6.42,24.31,12.84,4531,None,46.82,170,38,14
River,3.92,6.63,0.21,8.06,30.85,10.13,2400,None,51.63,177,18,96
River,3.1,8.35,1.98,9.79,14.48,19.15,1711,Filtration,33.17,353,46,56
River,2.52,6.99,4.98,9.03,39.64,19.45,382,None,58.68,19,11,95
Lake,3.43,7.8,3.66,4.43,30.17,12.83,1083,Filtration,89.68,396,33,24
Spring,4.6,7.53,4.77,8.04,34.74,7.19,1949,Boiling,56.51,302,44,38
Pond,1.92,6.71,0.82,5.02,18.75,16.34,2517,Chlorination,93.6,263,19,32
Lake,2.25,7.63,1.11,7.78,21.52,1.79,4169,Boiling,90.72,484,6,28
Pond,2.72,7.64,0.77,7.66,10.38,5.81,3497,Chlorination,34.34,196,23,57
Well,4.49,7.48,1.51,4.91,47.4,19.71,3314,None,51.37,326,2,97
Tap,6.53,6.25,3.62,4.64,47.33,16.29,4930,Boiling,93.73,63,5,71
Spring,8.56,8.49,0.82,3.73,40.89,18.79,2675,Boiling,32.09,43,32,10
Well,2.87,7,2.62,3.35,46.78,11.9,3394,None,83.61,243,33,12
Lake,1.84,7.6,1.35,9.01,33.27,8.15,1203,Boiling,93.45,11,32,68
Tap,3.79,8.21,4.15,3.35,11.73,19.59,773,Filtration,83.93,360,28,82
Well,8.94,7.06,0.03,3.62,38.01,6.19,3056,Chlorination,82.07,259,22,20
Pond,0.1,7.93,1.12,4.67,16.26,15.15,2313,None,89.03,295,3,2
Tap,6.78,8.43,3.03,9.21,22.02,11.16,2597,Filtration,76.61,402,4,25
Pond,4.77,6.9,0.48,5.33,13.72,4.57,1403,Filtration,59.62,437,33,32
Well,1.61,7.01,2.33,4.34,21.18,0.35,4172,None,34.39,256,15,93
Lake,3.21,8.26,2.18,8.01,33.97,7.68,3061,Boiling,85.16,374,39,21
Pond,2.25,6.4,4.26,5.23,5.53,10.95,3325,Chlorination,93.37,234,46,61
Tap,8.78,6.07,3.13,5.33,5.26,3.66,1403,Filtration,65.81,246,42,4
Well,4.82,8.27,3.2,8.17,34.19,8.29,3320,Boiling,67.28,140,41,18
Pond,5.63,8.05,4.76,4.76,38.98,12.3,869,None,58.23,305,2,8
Lake,5.94,8.43,4.91,9.28,27.57,14.3,1083,None,89.98,180,42,57
Spring,6.4,6.15,3.27,6.93,9.08,1.05,973,Chlorination,31.04,499,48,23
Lake,4.96,6.39,2.61,6.76,21.54,13.28,1225,None,73.72,425,41,38
Lake,0.18,6.26,3.04,4.85,37.91,1.13,1802,Chlorination,93.52,364,48,75
Spring,3.35,7.71,1.91,8.85,34.29,0.56,2964,None,37.23,152,13,60
Lake,1.84,7.52,4.94,7.01,5.49,3.05,1188,None,97.14,43,32,47
Spring,6.8,6.9,3.53,4.09,48.46,13.07,3443,Filtration,97.74,108,27,90
Spring,0.57,6.14,1.46,4.44,11.17,1.06,3934,Boiling,95.09,97,40,49
Pond,5.64,7.6,0.29,6.28,11.02,0.42,4409,Filtration,62.38,226,14,61
Pond,2.11,7.43,0.22,8.46,22.99,2.36,1321,Chlorination,56.81,444,3,52
Spring,9.49,6.28,1.02,9.58,16.36,18.99,2023,Filtration,79.42,80,19,20
Well,3.36,8.27,1.16,7.64,49.2,18.15,4731,None,52.31,217,24,37
Tap,3.25,6.5,2.08,6.54,3.82,1.73,4512,None,34.78,148,34,98
Well,9.23,7.86,1.07,4.76,15.32,6.08,438,Boiling,93.1,434,38,95
Spring,4.17,8.21,3.15,7.71,19.14,18.95,164,Chlorination,74.44,75,21,58
Tap,9.63,7.45,1.06,9.88,24.67,1.95,3337,None,44.5,79,34,99
Pond,0.24,6.62,0.94,6.33,0.82,1.89,3350,Boiling,31.29,51,46,96
Tap,3.06,6.77,2.36,4.13,4.12,1.72,987,Boiling,80.65,62,27,42
Spring,6.66,8.21,4.44,3.72,12.89,19.53,2529,None,89.7,83,9,16
Pond,8.91,6.75,2.34,4.88,27.7,14.86,4612,None,58.4,437,15,68
Tap,2.56,7.87,2.07,6.99,38.39,4.29,4177,Chlorination,35.66,393,48,43
Tap,9.3,8.48,2.89,9.63,34.32,0.92,4214,Boiling,75.4,342,22,83
Well,5.94,8.5,1.29,5.09,28.35,19.3,3845,Boiling,50.79,366,18,62
Tap,8.01,7.33,1.77,5.14,19.86,8.51,1326,Boiling,40.08,477,0,22
Spring,3.97,8.07,1.07,6.37,43.53,11.97,3286,Chlorination,65.73,254,0,67
River,2.12,8.48,2.86,9.43,22.99,5.58,27,Boiling,63.73,58,45,25
River,9.11,6.94,3.49,5.93,14.96,15.17,2024,Filtration,66.17,7,25,93
River,9.33,6.63,3.37,4.56,31.47,3.94,4593,Filtration,87.68,306,33,47
Spring,4.98,6.29,1.27,4.14,34.61,15.74,193,Boiling,63.92,388,1,46
River,0.06,6.35,3.9,6.2,19.92,4.61,591,Filtration,93.04,75,27,45
Well,1.1,8.13,1.28,8.6,1.41,1.96,2489,Filtration,88.93,425,19,28
Spring,5.73,7.47,0.75,5.04,4.71,9.58,1857,Chlorination,75.58,77,41,33
Pond,0.24,8.18,1.75,6.59,42.28,16.26,112,Boiling,33.98,123,46,9
Spring,3.97,7.97,2.99,7.22,2.83,7.7,1317,Chlorination,90.55,11,26,19
Spring,3.03,7.68,0.71,6.15,29.6,0.58,1737,Boiling,93.39,279,27,87
Tap,7.14,7.52,3.24,4.34,9.19,11.07,2061,None,56.25,44,30,33
Tap,0.56,6.12,4.32,9.45,11.45,13.61,1690,Filtration,66.83,52,46,12
Tap,4.89,8.18,1.47,6.96,13.67,14.81,3668,Chlorination,49.67,180,6,86
Lake,5.79,7.04,2.25,8.1,1.91,8.04,1394,Chlorination,31.03,400,7,9
Well,6.17,7.4,1.14,7.45,8.86,1.94,3168,None,63.56,448,31,85
Spring,4.05,6.05,1.81,9.99,32.52,11.69,3559,None,39.06,373,10,44
Spring,3.04,8.34,0.11,6.19,24.94,6.59,2236,Filtration,42.83,233,47,77
Tap,6.82,8.26,4.77,5.97,39.87,18.94,3883,Filtration,63.65,185,25,88
Spring,8.48,7.36,2.08,5.52,3.06,10.05,3251,Boiling,90.69,292,24,81
Pond,6.94,7.44,3.94,5.53,44.44,9.45,3932,Boiling,89.12,74,6,83
Spring,9.32,7.76,0.71,4.93,49.82,6.18,3014,None,97.55,425,19,91
River,7.17,6.66,4.06,9.86,0.79,6.78,3486,Filtration,63.79,197,40,7
Pond,7.65,6.55,4.3,9.1,48.38,10.26,1128,Filtration,68.64,78,29,4
Pond,1.68,7.69,3.58,5.22,11.79,6.13,1696,None,87.55,232,0,84
Spring,4.2,6.26,4.52,5.14,34.63,17.85,132,None,78.98,167,17,19
Lake,4.85,7.14,0.84,3.72,14.62,8.78,4665,Chlorination,42.8,22,7,43
Tap,2.56,7.23,2.38,9.14,26.09,5.84,4220,None,57.87,406,28,79
Well,5.29,6.95,3.1,5.6,25.52,3.11,3539,Chlorination,95.04,485,39,57
Well,2.91,6.46,2.98,7.01,18.06,13.45,2988,Boiling,40.23,229,21,19
River,6.88,6.89,4.31,9.3,35.88,0.52,4302,None,44.65,304,31,88
Well,4.7,6.84,1.08,5.86,29.98,9,3293,None,58.05,383,39,70
Well,4.59,7.25,0.88,8.65,25.41,11,311,None,95.79,459,13,88
Tap,9.84,7.69,1.27,6.01,49.14,6.8,2429,Chlorination,37.97,134,1,99
Tap,3.92,8.42,4.46,7.91,47,15,1785,None,77.11,292,34,73
Lake,3.62,6.36,4.71,6.02,47.77,13.51,4391,None,39.25,399,6,39
River,3.19,8.18,2.85,5.75,44.07,19.43,401,Filtration,66.72,37,2,15
Well,8.95,6.71,2.51,9.93,12.76,10.18,1596,Filtration,67.56,231,14,3
Lake,4.97,7.48,3.03,7.29,17.5,10.76,121,Filtration,32.98,354,42,9
River,6,7.37,3.08,5.57,11.55,4.92,750,None,96.79,167,33,50
Pond,1.81,7.39,0.85,4.8,49.31,7.71,105,Filtration,86.46,284,21,47
Well,5.41,7.81,3.43,3.28,7.63,0.54,1059,Boiling,51.2,102,17,94
Well,2.75,6.95,2.26,7.95,18.33,13.79,4167,Filtration,39.14,144,45,75
Tap,7.31,6.8,2.59,5.61,9.95,6.23,4663,None,54.19,242,17,19
Spring,8.33,8.13,0.15,8.75,11.17,10.81,3238,Filtration,92.6,473,33,31
River,7.15,6.55,3.82,5.55,12.35,5.1,1244,Filtration,39.29,147,35,65
Well,7.3,6.45,4.18,5.61,31.98,12.42,75,Filtration,54.45,365,45,59
River,5.12,6.04,3.1,8.45,3.8,8.95,1009,Boiling,64.6,152,38,10
Lake,7.12,6.53,3.74,6.43,28.63,9.64,3282,Boiling,32.3,315,46,19
Lake,4.23,7.3,2.61,9.19,40.96,18.85,2275,Chlorination,48.76,421,37,22
Spring,6.51,7.35,3.09,7.13,38.33,14.12,3808,None,71.69,318,36,76
Well,2.59,6.64,1.97,4.68,7.56,5.24,452,Boiling,52.68,294,17,34
Tap,0.7,6.18,3.96,6.98,45.74,10.08,765,Boiling,90.94,125,42,16
Well,4.13,7.86,2.34,3.03,38.5,9.33,4582,Boiling,95.57,191,39,9
River,4.62,7.89,3.4,5.19,0.27,15.9,2715,None,60.91,484,28,37
Pond,2.56,8.49,3.11,4.46,36.87,16.67,1497,Chlorination,67.24,82,11,77
Lake,7.28,8.25,3.51,7.58,36.87,5.67,3946,None,74.16,20,17,82
River,0.74,8.32,3.93,3.95,24.84,16.42,3732,Filtration,76.52,287,30,31
Spring,2.23,8,2.56,5.03,2.3,3.59,4925,Chlorination,34.43,283,14,53
Lake,7.49,7.54,4.07,5.32,29,15.26,2838,Filtration,33.76,358,39,96
Tap,4.37,6.32,2.49,3.02,38.29,4.98,489,Boiling,90.59,488,29,56
Lake,7.05,7.56,4.78,3.33,13.54,5.96,2423,None,45.39,267,35,88
Pond,5.67,6.14,3.76,5.18,33.35,17.05,1935,Filtration,70.89,120,27,24
Well,9.51,8.21,0.86,4.56,17.7,8.4,2749,Chlorination,73.73,110,14,13
Pond,5.98,7.2,4.15,3.82,28.69,19.81,3296,Filtration,41.51,78,42,44
Pond,0.15,7.74,2.76,4.08,19.23,3.04,4570,Filtration,83.31,347,32,43
Well,3.53,6.13,4.92,8.85,15.19,9.27,3691,Boiling,90.62,375,1,37
Lake,1.43,7.34,3.59,7.78,42.8,14.65,1103,Filtration,49.98,84,7,35
Spring,9.25,6.75,0.42,6.39,37.69,0.11,1599,Filtration,91.45,79,47,87
Well,1.04,6.71,1.97,9.36,17.27,3.04,3281,Boiling,35.67,150,32,38
Well,3.88,6.97,2.59,3.21,21.73,0.41,3160,Chlorination,86.03,243,34,38
Tap,2.26,6,4.2,5.41,34.59,19.86,3945,Boiling,74.81,217,17,12
Lake,8.47,7.17,3.65,8.76,40.55,15.21,225,Filtration,70.82,14,25,65
Well,3.09,7.22,1.85,7.4,34.22,7.47,4803,None,46.11,100,47,33
Spring,9.92,8.16,3.27,9.87,27.05,3.13,1714,Boiling,55.33,267,20,14
River,0.39,7.12,2.88,9.61,47.72,1.81,4149,Boiling,93.72,387,27,57
Lake,1.28,6.91,0.63,4.19,38.71,10.64,2243,Filtration,62.6,34,19,58
Tap,2.25,8.49,1.17,9.8,5.78,19.52,2892,None,71.61,350,44,65
Pond,8.11,7.43,1.71,9.62,27.91,13.49,2345,Chlorination,95.51,444,19,51
Well,8.79,7.18,0.98,5.62,20.48,7.3,578,None,62.65,282,3,88
Spring,0.71,7.24,0.75,9.88,39.75,10.02,1698,Boiling,57.18,124,35,68
Lake,0.32,8.02,0.29,3.25,2.23,19.98,4595,None,92.52,223,33,97
Spring,7.45,6.85,4.37,7.63,20.54,10.38,2671,Chlorination,93.76,160,44,4
Spring,1.33,6.97,1.44,4.86,15.91,19.28,4301,None,54.82,12,12,42
Pond,1.33,7.89,1.45,3.91,7.06,0.33,2927,None,71.44,164,30,7
Tap,0.22,6.18,1.03,7.04,18.94,14.42,278,None,97.46,427,38,77
Lake,0.5,8.16,2.38,5.14,33.64,12.54,1468,Boiling,33.88,257,6,92
Well,2.64,7.08,2.57,7.67,18.08,13.71,4772,Filtration,32.79,421,16,93
Tap,0.65,7.45,1.04,6.78,29,11.41,940,Filtration,66.16,292,41,62
Well,3.69,7.89,3.04,5.75,29.64,0.88,2318,None,50.39,442,11,67
River,8.33,6.67,3.61,4.27,29.36,2.99,4536,Boiling,70.73,113,29,34
Spring,3.26,8.23,1.87,7.21,26.48,18.45,1783,Boiling,80.7,119,47,70
River,7.28,8.45,2.93,8.8,5.85,4.66,1875,Boiling,34.84,68,33,89
Spring,0.94,7.24,2.51,7.2,10.92,19.86,4643,Filtration,91.77,273,21,31
Pond,6.59,8.34,0.98,7.27,40,13.59,3226,Boiling,49.38,47,20,96
Tap,3.17,6,3.65,6.58,25.12,8.89,3728,None,56.69,336,8,23
Well,7.5,8.24,4.01,5.72,35.3,18.4,985,Filtration,53.59,321,11,49
Pond,1.36,6.78,3.24,6.2,28.5,15.9,2819,Boiling,88.79,432,16,58
Well,8.98,6.78,1.62,9.93,1.93,8.58,3970,None,41.95,361,15,64
Tap,2.43,6.57,4.63,8.25,39.81,1.37,2066,Filtration,32.01,57,4,92
Lake,3.53,6.79,2.28,6.01,3.22,17.37,424,Boiling,98.03,418,18,37
River,9.5,6.53,1.33,6.2,47.16,15.3,2105,Chlorination,98.64,77,27,37
River,5.78,8.26,2.04,6.5,10.77,15.81,2470,None,48.04,498,16,20
Well,3.66,8.25,3.46,7.62,25.62,14.9,3794,Chlorination,30.65,203,21,22
Well,9.5,6.26,4.23,6.26,3.18,5.52,2891,Filtration,75.21,441,34,45
Well,3.29,6.36,1.78,7.8,44.75,17.18,1683,Boiling,75.39,224,48,68
Tap,0.95,8.16,1.16,5.3,49,0.04,3173,None,95.82,262,14,29
Lake,9.97,7,3.13,5.87,7.31,4.75,3147,None,50.89,102,18,39
River,2.68,6.42,4.61,9.05,14.79,0.93,4061,None,43.27,108,46,81
Pond,8.51,7.28,0.92,5.3,0.79,2.21,4051,Chlorination,73.15,264,49,69
Spring,1.66,7.04,4.02,9.75,39.35,10.65,3651,Boiling,69.46,324,25,68
Tap,7.31,6.55,2.38,4.21,15.57,0.75,4161,Boiling,80.24,387,43,41
River,5.24,7.8,4,4.69,29.44,3.63,4910,Boiling,91.96,415,43,17
Lake,9.81,7.58,2.53,6.25,1.96,4.65,1174,Chlorination,69.18,388,34,58
Tap,5.53,6.25,1.89,8.58,35.77,13.11,2949,Filtration,40.51,55,42,12
Pond,0.25,8.31,3.48,8.12,26.47,9.38,1809,Chlorination,71.87,311,22,83
River,6.04,7.4,4.5,4.22,36.25,9.17,436,Filtration,56.19,251,9,20
Tap,1.45,6.63,1.6,4.66,39.48,15.37,4885,Chlorination,61.69,499,21,67
River,7.99,6.52,2.3,7.03,4.46,9.13,234,Boiling,97.16,299,46,76
River,8.57,6.34,1.15,5.07,28.9,6.97,4770,Boiling,68.85,71,10,81
Lake,4.82,7.06,0.92,5.96,32.5,19.25,2145,Boiling,40.48,140,25,76
Spring,7.83,6.34,3.89,6.41,25.84,0.17,3575,Chlorination,61.02,387,0,76
Lake,1.45,7.04,1,7.16,9.12,6.11,4856,None,45.99,179,35,60
River,4.92,6.37,3.97,4.76,39.78,12.19,3561,Chlorination,39.48,202,20,98
Tap,3.94,7.64,2.15,4.14,49.87,15.66,2474,Filtration,79.86,270,7,37
Pond,6.11,7.96,4.98,5.79,48.46,16.33,226,Chlorination,74,375,19,39
Lake,0.44,7.37,0.99,3.57,38.88,0.92,2610,Filtration,64.85,109,44,26
Spring,7.52,7.7,0.46,6.69,20.91,14.18,2275,Chlorination,59.63,81,16,57
River,0.79,8.35,0.38,8.88,16.87,14.41,4801,None,52.56,83,14,89
Pond,6.56,7.6,4.18,3.83,3.43,4.28,1815,None,36.16,256,20,75
Lake,0.18,6.91,2.19,3.79,20.81,2.26,3854,Boiling,50.95,192,0,65
Lake,8.32,7.12,0.02,3.56,7.8,14.99,3995,None,88.69,138,2,42
Lake,1.75,8.15,4.37,8.94,12.72,4.99,1410,Chlorination,84.86,220,30,19
Lake,5.15,6.33,4.38,3.56,44.59,0.03,4764,None,98.06,188,30,34
Pond,2.61,6.81,4.03,9.88,48.43,4.47,3379,Boiling,75.92,348,20,54
Tap,7.23,7.44,1.24,5.51,47.43,0.62,1845,Chlorination,68.75,343,22,73
Spring,3.21,7.69,1.86,5.3,9.67,4.98,1337,Filtration,50.72,339,16,71
Spring,7.25,7.91,3.72,3.64,45.04,6.7,117,Chlorination,35.38,477,21,39
River,2.85,6.8,2.45,7.1,7.08,5.43,1868,Boiling,73.26,446,21,45
Well,7.52,6.36,0.77,7.1,25.38,18.4,2097,None,64.17,421,35,99
Tap,0.31,8.39,1.21,6.46,32.18,4.65,1813,None,83.14,196,7,94
River,2.83,6.19,4.86,5.18,23.12,9.35,1587,Chlorination,58.83,300,46,78
River,4.99,6.24,0.76,5.58,47.59,19.15,3252,Filtration,98.99,73,7,41
Lake,0.45,7.24,3.63,5.24,16.66,17.58,542,Filtration,57.83,197,13,17
Well,1.86,8.05,2.39,5.98,26.37,6.19,2374,Filtration,53.32,323,37,14
Well,9.35,7.94,3.74,5.39,3.77,6.53,1526,Filtration,90.97,259,23,82
Tap,9.77,8.34,3.31,7.73,42.61,11.87,3567,Chlorination,57.69,198,21,87
Well,7.4,6.35,2.2,5.07,20.67,18.36,1269,None,90.96,303,14,98
River,2.52,6.94,1.77,5.46,35.03,0.2,601,Filtration,31.91,352,19,65
Well,2.61,6.71,3.77,6.05,34.11,7.86,3614,Chlorination,78.48,136,26,12
Well,6.46,8.15,1.62,3.03,33.81,17,2149,Chlorination,35.03,345,27,56
Spring,1.18,7.22,3.94,6.44,25.35,8.21,3301,Chlorination,40.38,498,21,8
River,9.48,6.07,3.4,4.79,13.88,14.4,387,Filtration,79.01,499,30,98
Pond,2.25,7.77,2.89,3.39,31.25,13.84,3680,Filtration,50.28,174,8,65
Well,10,6.97,1.84,9.38,48.09,4.11,1602,Chlorination,44.73,488,22,15
Well,4.96,7.33,1.03,5.26,41.7,8.99,3282,Chlorination,86.11,468,4,99
Lake,7.71,8.23,3.55,5.98,5.44,11.32,2696,Chlorination,96.24,315,44,1
Well,0.02,6.64,0.46,8.79,1.16,14.31,4434,None,46.27,307,38,15
Well,8.89,6.6,4.85,4.17,24.95,16.45,4151,None,52.2,379,16,71
Spring,2.7,6.66,4.89,8.95,38.79,15.2,3833,Boiling,79.99,341,39,0
River,6.68,6.85,0.65,4.69,15.7,0.57,1305,Boiling,87.07,416,4,81
Tap,8.06,6.27,0.52,7.12,35.06,13.41,716,Filtration,99.94,441,6,25
River,1.64,7.74,2.06,7.8,46.6,9.95,3655,None,49.14,352,7,43
Lake,4.43,6.52,4.82,9.34,22.95,11.48,2991,Boiling,68.96,303,6,4
River,4.94,8.32,2,7.25,12.21,7.46,313,Chlorination,39.38,132,21,20
Well,3.12,6.54,1.82,6.17,45.89,14.28,2280,Chlorination,53.16,468,43,34
Lake,4.82,6.64,3.52,7.01,23.61,13.48,2622,Filtration,33.15,26,37,91
River,3.18,6.74,0.89,4.41,20.39,11.59,887,Filtration,44.76,424,20,53
Lake,3.61,7.92,1.82,7.82,17.67,17.23,4342,Boiling,65.46,256,3,89
Tap,6.69,7.07,1.46,4.31,21.15,2.04,2489,Chlorination,41.46,50,31,95
River,6.33,8.05,3.01,6.9,33.68,6.02,1922,Filtration,92.26,143,28,49
Pond,2.32,7.96,0.81,7.53,21.69,9.9,4029,Filtration,79.72,354,29,43
Well,8.97,8.32,2.74,9.29,16.21,19.17,3063,None,31.94,355,2,84
Lake,8.63,7.89,4.29,6.15,37.18,1.44,160,Boiling,91.37,235,4,3
Pond,5.09,6.13,2.57,8.43,10.15,6.74,2187,Filtration,98.41,159,18,41
Pond,4.33,8.09,3.42,4.17,10.1,18.52,2351,Boiling,65.13,476,7,40
Spring,3.77,8.35,0.38,4.09,34.82,17.96,1483,Chlorination,52.02,358,36,35
Lake,7.07,8.48,2.25,6.67,43.34,17.3,3892,Boiling,48.44,302,30,23
Pond,6.72,6.31,0.47,7.17,12.06,6.17,1737,Filtration,36.12,406,26,96
Spring,1.96,7.53,3,7.43,9.56,16.94,4220,None,64.41,270,12,4
Pond,6.71,6.5,1.41,8.22,33.52,10.11,1908,Boiling,33.51,153,41,56
Well,2.52,6.66,1.44,5.06,31.04,12.4,1370,Boiling,65.27,36,5,66
Tap,0.19,7.86,0.38,7.36,22.36,4.78,1977,Chlorination,47.68,216,0,10
Spring,6.99,8.44,1.55,4.32,4.79,14.13,3395,None,63.35,438,29,44
Tap,6.45,7.49,2.53,4.53,4.59,6.55,2454,Boiling,59.29,129,10,95
Lake,4.11,8.13,2.92,3.47,38.87,6.88,4259,None,51.36,75,40,21
Well,5.26,6.02,0.33,8.23,22.59,12.74,4957,Filtration,61.4,402,30,10
Spring,9.47,6.09,3.26,6.55,42.9,4.8,2287,None,63.18,287,15,37
Lake,5.95,7.49,2.44,4.67,28.74,4.49,1236,Filtration,88.36,470,14,58
Pond,6.58,6.97,2.68,6.89,30.94,7.38,3174,Chlorination,76.6,196,4,85
River,0.64,8.22,4.16,5.48,46.71,15.56,1206,Chlorination,60.32,310,14,3
Lake,1.66,6.75,1.71,8.86,8.23,4.49,504,Chlorination,93.37,216,0,66
Tap,3.01,7.08,0.87,6.7,27.15,15.75,3767,Filtration,82.9,98,14,9
Well,5.39,7.32,2.76,3.21,2.91,13.91,4620,Boiling,35.3,311,35,18
Well,7.77,6.68,4.73,9.9,17.95,13.58,1403,Filtration,40.76,284,47,81
Lake,3.21,8.27,2.59,3.52,7.4,9.5,1767,None,35.72,229,38,27
Pond,3.56,7.16,4.16,7.87,9.39,14.92,3733,None,52.32,108,7,94
River,2.56,7.06,3.79,6.06,46.74,0.27,700,Filtration,60.5,339,21,16
Tap,2.55,8.12,2.59,4.75,30.53,6.11,3204,Chlorination,65.3,494,26,23
Lake,9.49,6.78,3.24,7.74,44.61,13.58,4145,Chlorination,89.6,163,33,0
Lake,6.35,8.04,2.03,3.88,22.18,19.75,3005,None,31.26,115,29,4
Well,1.56,6.31,2.65,9.01,29.88,0.05,4790,None,59.98,70,11,31
Tap,7.22,6.46,2.54,4.75,1.6,10.2,4121,Boiling,58.77,213,1,52
River,7.22,8.38,3.55,5.53,23.48,18.48,4082,Boiling,96.32,337,45,80
Well,6.66,8.11,2.05,7.43,28.2,17.27,10,Boiling,46.87,52,37,56
Lake,1.35,6.97,0.5,3.01,0.84,0.46,4903,None,38.57,84,21,84
Well,4.08,7.6,3.94,6.31,39.47,10.59,2058,Boiling,39.96,341,16,42
Well,1.07,8.36,3.42,9.26,14.77,0.09,3677,None,66.41,422,34,85
Spring,8.17,6.53,4.75,7.76,22.62,15.79,2819,None,57.36,75,41,38
Well,6.55,6.15,2.14,5.72,26.78,6.18,972,Filtration,82.79,266,44,33
Pond,5.07,7.34,0.39,7.62,49.61,15.31,3792,Boiling,52.62,247,22,77
Well,3.43,6.36,0.61,9.56,4.96,18.9,2454,Filtration,38.96,331,28,79
Pond,1.84,6.47,3.87,4.31,27.76,19.52,841,Filtration,57.08,473,28,4
Tap,1.06,8.23,0.34,6.72,26.53,17.88,4454,Boiling,91.81,285,49,17
Well,9.69,6.02,4.54,4.64,3.45,4.08,284,None,58.39,78,18,3
River,2,8.04,1.41,8.98,31.7,3.89,2435,None,88.35,455,16,91
Pond,0.6,7.29,4.49,8.05,14.34,12.52,2831,None,56.01,106,7,90
Pond,9.62,7.4,3.87,8.61,5.19,10.88,4520,Boiling,49.7,436,49,69
Lake,5.49,7.68,4.36,9.6,8.93,0.19,1029,None,84.24,81,6,10
Tap,7.97,7.08,1.07,4.63,41.18,7.83,4451,Filtration,44.65,201,10,46
Well,0.44,6.29,2.98,3.34,5.21,18.13,2966,Chlorination,46.23,391,2,84
River,5.67,6.26,0.47,5.04,23.35,17.97,553,Boiling,33.49,229,1,80
Lake,3.98,7.89,1.01,5.79,9.76,4.08,267,Chlorination,43.15,226,18,30
Tap,7.72,6.55,1.55,7.38,8.12,7.64,1240,Filtration,56.52,19,27,97
Pond,0.38,6.07,3.7,8.58,10.29,11.21,4159,Chlorination,57.97,267,27,12
River,4.02,8.45,0.12,5.45,24.64,17.06,2489,Filtration,59.44,496,24,22
Well,7.99,8.45,4.52,6.31,11.89,10.64,2588,Chlorination,63.58,322,10,64
